goalTime,epochScnds,"Chelsea
Pts","Manchester City
Pts","Arsenal
Pts","Manchester United
Pts","Tottenham Hotspur
Pts","Liverpool
Pts","Southampton
Pts","Swansea City
Pts","Stoke City
Pts","Crystal Palace
Pts","Everton
Pts","West Ham United
Pts","West Bromwich Albion
Pts","Leicester City
Pts","Newcastle United
Pts","Sunderland
Pts","Aston Villa
Pts","Bournemouth
Pts","Watford
Pts","Norwich City
Pts"
2015-12-26 21:09:23,1451164163,19.071205,35.191914,36.171616,29.130919,32.19162,27.080711,24.101313,18.050209,26.090218,30.141218,26.151709,26.11141,20.060308,38.161907,17.0205,12.0005,8.010004,20.040903,29.121214,17.030603
2015-12-26 21:32:38,1451165558,19.071205,35.191914,36.171616,29.130919,32.19162,27.080711,24.111313,18.050209,26.090218,30.141218,26.151709,26.11141,20.060308,38.161907,17.0205,12.0005,8.010004,20.040903,29.121216,17.030603
2015-12-28 15:00:00,1451314800,19.071205,35.191914,36.171616,29.130919,33.19162,27.080711,24.111313,19.050209,27.090218,31.141218,27.151709,26.11141,21.060308,38.161907,18.0205,12.0005,9.010004,20.040903,30.121216,18.030603
2015-12-28 15:15:53,1451315753,19.071205,35.191914,36.171616,29.130919,33.19162,27.080711,24.111313,19.05011,29.090319,31.151218,26.151707,26.11141,21.060308,38.161907,18.0205,12.0005,9.010004,20.040903,30.121216,18.030603
2015-12-28 15:16:48,1451315808,19.071205,35.18191,36.171516,29.130919,35.19172,27.080711,24.121311,19.05011,29.090319,31.151218,26.151707,26.12141,21.060308,38.161907,18.0205,12.0005,9.010004,20.040903,29.121214,18.030603
2015-12-28 15:21:36,1451316096,19.071205,35.18191,36.171516,29.130919,35.19162,27.080711,24.121311,19.05011,27.090317,31.141218,27.151707,26.12141,21.060308,38.161907,18.0205,12.0005,9.010004,20.040903,29.121214,18.030603
2015-12-28 15:23:32,1451316212,19.071205,35.18191,36.171516,29.130919,35.19162,27.080711,24.121311,19.05011,27.090317,31.141218,27.151707,26.12141,21.060308,38.161907,18.020502,12.0105,8.010002,20.040903,29.121214,20.030704
2015-12-28 15:40:46,1451317246,19.071104,35.191914,36.171516,29.130919,33.19162,27.080711,24.111313,19.05011,27.090317,31.141117,27.151707,26.11141,21.060308,38.161907,18.020502,12.0105,8.010002,20.040903,30.121214,20.030704
2015-12-28 15:44:26,1451317466,19.071104,35.191914,36.171516,29.130919,33.19162,27.080711,24.111313,19.05011,29.090317,31.151117,26.151707,26.11141,21.06021,38.161907,18.020502,12.0105,8.010002,20.040903,30.121214,20.030704
2015-12-28 16:20:41,1451319641,19.071104,35.191914,36.171516,29.130919,33.19162,27.080711,24.111313,19.05011,27.090317,31.141117,27.151707,26.11141,21.06021,38.161907,18.020502,12.0105,8.010002,20.040903,30.121214,20.030704
2015-12-28 16:27:23,1451320043,19.071104,35.191914,36.171516,29.130919,33.19162,27.090712,24.111313,19.05011,26.090315,31.141117,29.151707,26.11141,21.06021,38.161907,18.020502,12.0105,8.010002,20.040903,30.121216,20.030704
2015-12-28 16:35:37,1451320537,19.071104,35.191914,36.171516,29.130919,33.19162,27.090712,24.111313,19.05011,26.090315,31.141117,29.151707,26.11141,23.070309,38.161907,17.0205,12.0105,8.010002,20.040903,30.121216,20.030704
2015-12-28 16:36:47,1451320607,19.071104,35.191914,36.171516,29.130919,33.19162,27.080711,24.111313,19.05011,27.090515,31.141117,27.151707,26.11141,23.07021,38.161907,17.0205,12.0105,8.010002,20.040903,30.121216,20.030704
2015-12-28 16:42:29,1451320949,19.071104,35.191914,36.171516,29.130919,33.19162,27.08061,24.111313,19.05011,27.090515,31.141117,27.151707,26.11141,23.07021,38.161907,17.020502,12.0105,8.000002,20.040903,30.121216,20.040903
2015-12-28 16:45:03,1451321103,19.071104,35.181915,36.171516,29.130919,35.19162,27.08061,24.121311,19.05011,27.090515,31.141117,27.151707,26.12141,23.07021,38.161907,17.020502,12.0105,8.000002,20.040903,29.121214,20.040903
2015-12-28 16:47:42,1451321262,19.071104,35.181915,36.171516,29.130919,35.19162,27.08061,24.121311,19.05011,29.090515,31.151117,26.151707,26.12141,23.07021,38.161907,17.020403,12.0104,8.000002,20.040903,29.121214,20.040903
2015-12-28 17:30:00,1451323800,20.071104,35.181915,37.171516,30.130919,35.19162,27.08061,25.121311,19.05011,29.090515,31.151117,26.151707,27.12141,23.07021,38.161907,17.020403,12.0104,8.000002,21.040903,29.121214,20.040903
2015-12-28 17:42:33,1451324553,20.071104,35.181915,37.171516,30.130919,35.19162,27.08061,27.121412,19.05011,29.090515,31.151117,26.151707,26.10141,23.07021,38.161907,17.020403,12.0104,8.000002,21.040903,29.111214,20.040903
2015-12-28 17:56:46,1451325406,20.071104,35.181915,39.171516,30.130919,35.19162,27.08061,27.121412,19.05011,29.090515,31.151117,26.151707,26.10141,23.07021,38.161907,17.020403,12.0104,8.000002,20.030903,29.111214,20.040903
2015-12-28 18:48:09,1451328489,20.071104,35.181915,39.171616,30.130919,35.19162,27.08061,27.121412,19.05011,29.090515,31.151117,26.151707,26.10141,23.07021,38.161907,17.020403,12.0104,8.000003,20.030903,29.111214,20.040903
2015-12-28 18:54:20,1451328860,20.071104,35.181915,39.171616,30.130919,35.19162,27.080612,25.121311,19.05011,29.090515,31.151117,26.151707,27.12141,23.07021,38.161907,17.020403,12.0104,8.000003,20.030903,29.121214,20.040903
2015-12-28 19:04:48,1451329488,20.071104,35.181915,39.171616,30.130919,35.19162,27.080612,24.10131,19.05011,29.090515,31.151117,26.151707,29.12141,23.07021,38.161907,17.020403,12.0104,8.000003,20.030903,29.111214,20.040903
2015-12-29 19:45:00,1451418300,20.071104,36.181915,39.171616,30.130919,35.19162,27.080612,24.10131,19.05011,29.090515,31.151117,26.151707,29.12141,23.07021,39.161907,17.020403,12.0104,8.000003,20.030903,29.111214,20.040903
2015-12-30 19:45:00,1451504700,20.071104,36.181915,39.171616,30.130919,35.19162,28.080612,24.10131,19.05011,29.090515,31.151117,26.151707,29.12141,23.07021,39.161907,17.020403,13.0104,8.000003,20.030903,29.111214,20.040903
2015-12-30 20:47:28,1451508448,20.071104,36.181915,39.171616,30.130919,35.19162,30.080912,24.10131,19.05011,29.090515,31.151117,26.151707,29.12141,23.07021,39.161907,17.020403,12.0104,8.010003,20.030903,29.111214,20.040903
2016-01-02 12:45:00,1451738700,20.071104,36.181915,39.171616,30.130919,35.19162,31.080912,24.10131,19.05011,29.090515,31.151117,26.151707,30.12141,23.07021,39.161907,17.020403,12.0104,8.010003,20.030903,29.111214,20.040903
2016-01-02 12:54:19,1451739259,20.071104,36.181915,39.171616,30.130919,35.19162,30.080912,24.101313,19.05011,29.090515,31.151117,26.151707,32.131413,23.07021,39.161907,17.020403,12.0104,8.010003,20.030903,29.111214,20.040903
2016-01-02 13:59:52,1451743192,20.071104,36.181915,39.171616,30.120918,35.19162,30.08091,24.101313,19.05011,29.090515,31.151117,26.151707,32.151413,23.07021,39.161907,17.020403,12.0104,8.010003,20.030903,29.111214,20.040903
2016-01-02 15:00:00,1451746800,20.071104,36.181915,40.171616,31.120918,35.19162,30.08091,25.101313,20.05011,30.090515,31.151117,26.151707,32.151413,24.07021,40.161907,18.020403,13.0104,9.010003,21.030903,29.111214,21.040903
2016-01-02 15:29:02,1451748542,20.071104,36.181915,40.171616,31.120918,35.19162,30.08091,25.101313,20.05011,30.090515,31.151117,26.151707,32.151413,24.07021,40.161907,18.020304,15.0105,8.000001,21.030903,29.111214,21.040903
2016-01-02 16:03:02,1451750582,20.071104,36.181915,40.171616,33.15112,35.19162,30.08081,25.101313,19.050108,30.090515,31.151117,26.151707,32.151413,24.07021,40.161907,18.020304,15.0105,8.000001,21.030804,29.111214,21.040804
2016-01-02 16:15:44,1451751344,20.061106,36.181915,40.171616,33.15112,35.19162,30.08081,25.101313,19.050108,29.090515,31.151117,26.151707,32.151413,26.07031,40.161907,18.020304,15.0105,8.000001,21.030804,29.111216,21.040804
2016-01-02 16:20:50,1451751650,20.061106,36.181915,40.171616,33.15112,35.19162,30.08081,25.101313,19.050108,29.090515,31.151117,26.151707,32.151413,26.07031,40.161907,18.020304,13.0105,9.010101,21.030804,29.111216,21.040804
2016-01-02 16:26:09,1451751969,20.061106,36.181915,40.171616,31.121117,35.19162,30.08081,25.101313,20.050108,29.090515,31.151117,26.151707,32.151413,26.07031,40.161907,18.020304,13.0105,9.010001,21.030804,29.111216,21.040804
2016-01-02 16:28:09,1451752089,20.061106,36.181915,42.171616,31.121117,35.19152,30.08081,25.101313,20.050108,29.090515,31.151117,26.151707,32.151413,26.07031,40.161907,17.020302,13.0105,9.010002,21.030804,29.111216,21.040804
2016-01-02 16:29:59,1451752199,20.061106,36.181915,42.171616,31.121117,35.19152,30.08081,25.101313,20.050108,29.090414,31.151117,26.151707,32.151413,26.07031,40.161907,17.020302,15.0105,8.000001,21.030804,29.111216,21.040804
2016-01-02 16:31:21,1451752281,20.061106,36.181915,42.171616,31.121117,35.19152,30.080711,24.10131,20.050108,29.090414,31.151117,26.151707,32.151413,26.07031,40.161907,17.020302,15.0105,8.000001,21.030703,29.111216,23.041103
2016-01-02 16:32:54,1451752374,20.061005,36.181915,42.171616,33.15122,35.19152,30.080711,24.10131,19.050106,29.090414,31.151018,26.151707,32.151413,26.07031,40.161907,17.020302,15.0105,8.000001,21.030703,29.111216,23.051004
2016-01-02 16:36:20,1451752580,20.071005,36.181915,42.171616,33.15122,35.19152,30.080711,24.10131,19.050106,30.090515,31.151018,26.151707,32.151413,24.070309,40.161907,17.020302,15.0105,8.000001,21.030703,29.111216,23.051004
2016-01-02 16:47:59,1451753279,20.061005,36.181915,42.171616,33.15122,35.19152,30.080711,24.10131,19.050106,29.090513,31.151018,26.151707,32.151413,26.070309,40.161907,17.020203,15.0105,8.000001,21.030703,29.111216,23.051004
2016-01-02 16:49:55,1451753395,20.061005,36.181915,42.171616,33.15122,35.19152,30.080711,24.10131,19.050106,29.090412,31.151018,26.151707,32.151413,26.070309,40.161907,17.020203,15.0107,8.000001,21.030703,29.111216,23.051004
2016-01-02 17:30:00,1451755800,20.061005,37.181915,42.171616,33.15122,35.19152,30.080711,24.10131,19.050106,29.090412,31.151018,26.151707,32.151413,26.070309,40.161907,17.020203,15.0107,8.000001,21.030703,30.111216,23.051004
2016-01-02 18:40:34,1451760034,20.061005,36.181915,42.181618,33.151115,35.19152,30.080711,24.10131,19.050106,29.090414,31.151018,26.151707,32.151413,26.070309,40.161907,17.020203,15.0107,8.000001,21.030703,32.111214,23.051004
2016-01-02 19:07:34,1451761654,20.061005,37.181915,42.171616,33.151115,35.19152,30.080711,24.10131,19.050106,29.090414,31.151018,26.151707,32.151413,26.070309,40.161808,17.020203,15.0107,8.000001,21.030703,30.111216,23.051004
2016-01-02 19:10:10,1451761810,20.061005,39.191914,42.171616,33.151115,35.19152,30.080711,24.10131,19.050106,29.090414,31.151018,26.151707,32.151413,26.070309,40.161808,17.020203,15.0107,8.000001,21.030703,29.111214,23.051004
2016-01-03 13:30:00,1451827800,21.061005,39.191914,42.171616,33.151115,35.19152,30.080711,24.10131,19.050106,29.090414,32.151016,26.151707,32.151413,26.070309,40.161808,17.020203,15.0107,8.000001,21.030703,29.111214,23.051004
2016-01-03 13:58:04,1451829484,23.071104,39.191914,42.171616,33.15112,35.19152,30.080711,24.10131,19.050106,29.090414,31.120918,26.151707,32.151413,26.070309,40.161808,17.020203,15.0107,8.000001,21.030703,29.111214,23.050903
2016-01-03 14:47:16,1451832436,23.071205,39.191914,42.171616,33.151016,35.19152,30.080711,24.10131,19.050106,29.090414,31.120916,26.151707,32.151413,26.060308,40.161808,17.020203,15.0107,8.000001,21.030703,29.111214,23.050903
2016-01-03 14:53:07,1451832787,23.071304,39.191914,42.171616,33.151016,35.19152,30.080711,24.10131,19.050106,29.090414,31.120916,26.151707,32.151413,26.060308,40.161808,17.020203,15.0107,8.000001,21.030703,29.111113,23.050903
2016-01-03 16:00:00,1451836800,23.071304,39.191914,42.171616,33.151016,36.19152,30.080711,24.10131,19.050106,29.090414,31.120916,27.151707,32.151413,26.060308,40.161808,17.020203,15.0107,8.000001,21.030703,29.111113,23.050903
2016-01-03 16:21:15,1451838075,23.071304,39.191914,42.171616,33.141018,35.18152,30.080711,24.10131,19.050106,29.090414,31.120916,29.151707,32.14141,26.060308,40.161808,17.020203,15.0107,8.000001,21.030703,29.111113,23.050903
2016-01-03 16:45:13,1451839513,23.071306,39.191914,42.171616,33.151016,36.19162,30.080711,24.10131,19.050106,29.090414,31.120916,27.151707,32.151413,26.060308,40.161808,17.020203,15.0107,8.000001,21.030703,29.111113,23.050903
2016-01-12 19:45:00,1452627900,23.071306,39.191914,42.171616,34.151016,36.19162,30.080711,24.10131,19.050106,29.090414,32.120914,27.151707,33.151413,26.060308,40.161808,18.020203,15.0107,9.000001,22.030703,29.111113,23.050903
2016-01-12 19:53:56,1452628436,23.071306,39.191914,42.171616,36.15112,36.19162,30.080711,24.10131,19.050106,29.090414,32.120914,27.141706,33.14141,26.060308,40.161808,17.020203,15.0207,9.000001,22.030703,29.111113,23.050903
2016-01-12 20:01:48,1452628908,23.071306,39.191914,42.171616,36.15112,36.19162,30.080612,24.101313,19.050106,29.090414,32.120914,27.141706,32.131413,26.060308,40.161808,17.020203,15.0206,9.000001,24.030903,29.111113,23.050903
2016-01-12 20:22:30,1452630150,23.071306,39.191914,42.171616,36.151318,36.19162,30.080612,24.101313,19.050106,29.090414,32.120914,27.141706,32.131413,26.060308,40.161808,17.010202,15.0206,9.000002,24.030903,29.111013,23.050903
2016-01-12 20:26:23,1452630383,23.071306,39.191914,42.17162,36.151318,36.19162,30.080612,24.101313,19.050106,29.090414,32.120914,27.141706,32.131413,26.060308,40.161808,17.020302,15.0206,9.000002,24.030903,29.111013,23.050903
2016-01-12 20:58:43,1452632323,23.071306,39.191914,42.17162,36.151318,36.19162,30.080612,24.101313,19.050106,29.090414,31.120916,27.141706,32.131413,26.060308,40.161808,17.020302,15.0206,11.000102,24.030903,29.121014,23.050903
2016-01-12 21:08:09,1452632889,23.071306,39.191914,42.17162,34.151318,36.19162,30.080612,24.101313,19.050106,29.090414,31.120916,27.151707,32.131413,26.06021,40.161808,18.020403,15.0106,11.000102,24.030903,29.121014,23.050903
2016-01-12 21:08:45,1452632925,23.071306,39.191914,42.17162,34.151318,36.19162,30.080612,24.101313,19.050106,29.090414,31.120916,27.151707,33.151413,26.06021,40.161808,18.020403,15.0106,11.000102,22.030903,29.121014,23.050903
2016-01-12 21:16:09,1452633369,23.071306,39.191914,42.17162,34.141315,36.19162,30.080612,24.101313,19.050106,29.090414,31.120916,27.141706,35.151413,26.06021,40.161808,18.020403,15.0106,11.000102,21.030903,29.121014,23.050903
2016-01-12 21:20:39,1452633639,23.071205,39.191914,42.17162,36.151318,36.19162,30.080612,24.101212,19.050106,29.090414,31.120916,27.131706,35.151413,26.06021,40.161808,17.020401,15.0206,11.000102,21.030903,29.121014,23.050903
2016-01-12 21:26:01,1452633961,23.071205,39.191914,42.17162,36.141315,36.19162,30.080612,24.101212,19.050106,29.090414,31.120916,27.131706,35.151413,26.06021,40.161808,17.020401,15.0206,11.000103,21.030903,29.121014,23.050903
2016-01-12 21:31:25,1452634285,23.071205,39.191914,42.17162,34.141315,36.19162,30.080612,24.101212,19.050106,29.090315,31.120916,27.141706,35.151413,26.06021,40.161808,18.020601,15.0106,11.000103,21.030903,29.121014,23.050903
2016-01-13 19:45:00,1452714300,24.071205,40.191914,42.17162,34.141315,36.19162,30.080612,25.101212,20.050106,30.090315,31.120916,28.141706,35.151413,27.06021,40.161808,18.020601,16.0106,11.000103,21.030903,30.121014,24.050903
2016-01-13 19:47:54,1452714474,24.071205,40.191914,42.17162,34.141315,36.19162,30.080511,25.101212,19.040108,30.090315,31.120916,28.141706,35.151413,27.06021,40.161808,18.0205,18.0209,11.000103,21.030903,30.121014,24.050903
2016-01-13 20:00:00,1452715200,24.071205,40.191914,43.17162,34.141315,37.19162,31.080511,25.101212,19.040108,30.090315,31.120916,28.141706,35.151413,27.06021,41.161808,18.0205,18.0209,11.000103,21.030903,30.121014,24.050903
2016-01-13 20:01:03,1452715263,24.071106,40.191914,43.17162,34.141315,37.19162,31.080511,27.121311,19.040108,30.090315,31.120916,28.141706,35.151413,27.06021,41.161808,18.0205,18.0209,11.000103,21.030903,29.101013,24.050903
2016-01-13 20:04:35,1452715475,26.081306,40.191914,43.17162,34.141315,37.19162,31.080511,27.121311,19.040108,30.090315,31.120916,28.141706,35.151413,26.060207,41.161808,18.0205,18.0209,11.000103,21.030903,29.101013,24.050903
2016-01-13 20:05:39,1452715539,26.081306,40.191914,43.17162,34.141315,37.19162,31.080511,27.121311,20.050106,30.090315,31.120916,28.141706,35.151413,26.060207,41.161808,18.0205,16.0109,11.000003,21.030903,29.101013,24.050903
2016-01-13 20:09:06,1452715746,26.071306,40.191914,42.17162,34.141315,37.19162,33.080914,27.121311,20.050106,30.090315,31.120916,28.141706,35.151413,26.060207,41.161808,18.020401,16.0109,11.000003,21.030903,29.101013,24.050903
2016-01-13 20:13:27,1452716007,26.081306,40.191914,43.17162,34.141315,37.19152,31.08091,27.121311,20.050106,30.090315,31.120916,28.141706,35.151413,26.060207,41.16181,18.020401,16.0109,11.000003,21.030903,29.101013,24.050903
2016-01-13 20:17:45,1452716265,24.071304,40.191914,43.17162,34.141315,37.19152,31.08091,27.121311,20.050106,30.090315,31.120916,28.141706,35.151413,27.060308,41.16181,18.020401,16.0109,11.000003,21.030903,29.101013,24.050903
2016-01-13 20:18:52,1452716332,24.071304,40.191914,42.17162,34.14132,37.19152,33.08091,27.121311,20.050106,30.090315,31.120817,28.141706,35.151413,27.060308,41.16181,18.020401,16.0108,11.000003,21.030804,29.101013,24.050804
2016-01-13 20:24:04,1452716644,24.071304,40.191914,42.17162,34.14132,37.19152,33.08091,27.121311,22.050106,30.090315,31.120817,28.141706,35.151413,27.060308,41.16181,18.020401,15.0108,11.000003,21.030804,29.101013,24.040804
2016-01-13 20:24:42,1452716682,24.071304,40.191914,43.17172,34.14132,37.19152,31.08091,27.121311,22.050106,30.090315,31.120817,28.141706,35.151413,27.060308,41.16181,18.020401,15.0108,11.000003,21.030804,29.101013,24.040804
2016-01-13 20:50:44,1452718244,24.071304,40.191914,43.17172,34.14132,37.19152,31.08091,27.121311,22.050106,32.090416,31.120817,28.141706,35.151413,27.06021,41.16181,18.020401,15.0108,11.000003,21.030804,29.101013,23.040804
2016-01-13 20:52:19,1452718339,24.071304,40.191914,43.17172,34.14132,37.19152,31.08091,27.121311,20.050106,32.090416,31.120718,28.141706,35.151413,27.06021,41.16181,18.020401,16.0109,11.000003,21.030703,29.101013,23.040705
2016-01-13 20:56:55,1452718615,24.071304,40.191914,43.17172,34.14132,37.19152,31.08091,27.121311,20.050106,30.090414,31.120619,28.141706,35.151413,27.06021,41.16181,18.020401,16.0109,11.000003,21.030603,29.101013,24.050903
2016-01-13 21:04:29,1452719069,24.071304,40.191914,43.17172,34.14132,37.19152,31.080809,27.121311,19.040108,30.090414,31.120619,28.141706,35.151413,27.06021,41.16181,18.020401,18.021,11.000003,21.030603,29.101013,24.050804
2016-01-13 21:08:22,1452719302,24.071304,40.191914,43.17172,34.14132,37.19152,31.080809,27.121311,19.050106,32.090614,31.120619,28.141706,35.151413,27.06021,41.16181,18.020302,18.021,11.000003,21.030603,29.101013,23.050804
2016-01-13 21:12:27,1452719547,24.081305,40.191914,45.171818,34.14132,37.19152,30.080809,27.121311,19.050106,32.090614,31.120619,28.141607,35.151413,27.06021,41.16181,18.020302,18.021,11.000003,21.030603,29.101013,23.050804
2016-01-13 21:13:55,1452719635,24.081205,40.191914,45.171818,34.141216,37.19152,30.080809,27.121313,19.050106,32.100613,31.110619,28.141607,35.151413,27.06021,41.16181,18.020302,18.021,11.000003,21.030603,29.101013,23.050804
2016-01-13 21:16:18,1452719778,26.081305,40.191914,45.171818,34.141117,37.19152,30.070808,27.121313,19.050106,32.100613,31.110619,28.141607,35.151413,26.06021,41.16181,18.020302,18.021,11.000003,21.030603,29.101013,23.050804
2016-01-13 21:19:37,1452719977,26.081305,40.191914,45.171818,34.141117,37.19152,30.070808,27.121313,19.050106,32.100815,31.110518,28.141607,35.151413,26.06021,41.16181,18.020302,18.021,11.000003,21.030502,29.091013,23.040804
2016-01-13 21:28:21,1452720501,24.081305,40.191914,45.171818,34.141117,37.19152,30.080809,27.121313,19.050106,32.100815,31.110518,28.141607,35.151413,27.060308,41.16181,18.020302,18.021,11.000003,21.030502,29.091013,23.040804
2016-01-13 21:29:02,1452720542,24.081305,40.191914,45.171818,34.141117,37.19152,30.080809,27.121313,19.050106,32.100815,31.110518,28.141607,35.151413,27.060308,41.16181,18.010302,18.021,11.000003,21.030502,29.090914,23.050804
2016-01-13 21:38:42,1452721122,24.081305,40.191914,45.181717,34.141117,36.18152,30.080809,27.121313,19.050106,32.100815,31.110518,28.141607,35.151413,27.060308,43.16181,18.010302,18.021,11.000003,21.030502,29.090914,23.050804
2016-01-13 21:47:36,1452721656,24.071304,40.191917,43.171715,34.141117,36.18152,31.08091,27.121313,19.050106,32.100716,31.110518,28.141607,35.151413,27.060308,43.16181,18.010302,18.021,11.000003,21.030502,29.090914,23.050703
2016-01-16 12:45:00,1452948300,24.071304,40.191917,43.171715,34.141117,37.18152,31.08091,27.121313,19.050106,32.100716,31.110518,28.141607,35.151413,27.060308,43.16181,18.010302,19.021,11.000003,21.030502,29.090914,23.050703
2016-01-16 13:24:58,1452950698,24.071304,40.191917,43.181717,34.141117,36.18152,31.08091,27.121313,19.050106,32.100716,31.110518,28.141607,35.151413,27.060308,43.16181,18.010302,21.0311,11.000003,21.030502,29.090914,23.050703
2016-01-16 13:26:29,1452950789,24.071304,40.191917,43.171715,34.141117,37.18152,31.08091,27.121313,19.050106,32.100716,31.110518,28.141607,35.151413,27.060308,43.16181,18.010302,19.0211,11.000003,21.030502,29.090914,23.050703
2016-01-16 14:01:07,1452952867,24.071304,40.191917,43.171715,34.141117,39.19162,31.08091,27.121313,19.050106,32.100716,31.110518,28.141607,35.151413,27.060308,43.16181,18.020302,18.0211,11.000003,21.030502,29.090914,23.050703
2016-01-16 14:08:35,1452953315,24.071304,40.181915,43.171715,34.141117,39.19172,31.08091,27.121313,19.050106,32.100716,31.110518,28.141506,35.151413,27.060308,43.16181,18.020302,18.0111,11.000003,21.030502,29.090914,23.050703
2016-01-16 14:20:46,1452954046,24.071304,40.181915,43.171616,34.141117,39.19182,31.08091,27.121313,19.050106,32.100716,31.110518,28.141506,35.151413,27.060308,43.16181,18.020302,18.0111,11.000003,21.030502,29.090914,23.050703
2016-01-16 15:00:00,1452956400,25.071304,41.181915,43.171616,34.141117,39.19182,31.08091,28.121313,19.050106,32.100716,32.11052,29.141506,36.151413,28.060308,43.16181,19.020302,18.0111,11.000003,22.030502,29.090914,24.050703
2016-01-16 15:04:40,1452956680,25.071205,41.181915,43.171616,34.141117,39.19182,31.08091,30.121313,19.050106,32.100716,32.11052,29.141506,36.151413,27.060308,43.16181,19.020302,18.0111,11.000003,22.030502,29.090914,24.050703
2016-01-16 15:05:10,1452956710,25.071205,41.181915,43.171616,34.141117,39.19182,31.08091,30.121313,19.050106,32.100716,32.11052,29.141506,35.15141,27.060207,43.16181,21.0205,18.0111,11.000003,22.030502,29.090914,24.050703
2016-01-16 15:09:08,1452956948,25.071205,41.181915,43.171616,34.141117,39.19182,31.08091,30.121313,19.050106,32.100716,32.110416,29.141506,35.15141,27.060207,43.16181,21.020401,18.0111,11.000003,24.030703,29.090914,23.040705
2016-01-16 15:14:32,1452957272,25.071205,41.181915,43.171616,34.15112,39.19182,31.08091,30.121313,19.050106,32.100716,32.110317,29.151506,35.15141,27.060207,43.16181,21.0207,18.0111,11.000003,24.030703,29.090914,23.040705
2016-01-16 15:21:32,1452957692,25.071205,43.181915,43.171616,34.15112,39.19182,31.08091,30.121313,19.050106,32.110714,31.110317,29.151506,35.15141,27.060207,43.16181,21.0207,18.0111,11.000003,24.030703,29.090914,23.040705
2016-01-16 15:34:06,1452958446,25.071205,43.181915,43.171616,34.15112,39.19182,31.08091,30.121313,19.050106,32.110714,31.110317,29.151508,35.15141,27.060207,43.16181,21.0207,18.0111,11.000003,24.030703,29.090914,23.040705
2016-01-16 15:40:05,1452958805,25.071205,43.191917,43.171616,34.15112,39.19182,31.08091,30.121313,19.050106,32.110714,31.100315,29.151508,35.15141,27.060207,43.16181,21.0207,18.0111,11.000003,24.030703,29.100912,23.040705
2016-01-16 16:05:14,1452960314,24.071205,43.191917,43.171616,34.141117,39.19182,31.08091,30.121313,19.050106,32.110714,31.100315,31.151608,35.14141,27.060207,43.16181,21.0207,18.0111,11.000003,24.030703,29.100912,23.040705
2016-01-16 16:05:20,1452960320,24.071205,43.191917,43.171616,34.13112,39.19182,31.08091,30.121313,19.050106,32.110714,31.100315,31.151608,35.15141,27.060207,43.16181,21.0207,18.0111,11.000003,24.030703,29.100912,23.040705
2016-01-16 16:10:32,1452960632,24.071205,43.191917,43.171616,34.13112,39.19182,31.08091,30.121313,19.050106,32.110615,31.100315,31.151608,35.15141,27.060207,43.16181,21.020601,18.0111,11.000004,24.040903,29.100912,23.030603
2016-01-16 16:11:35,1452960695,24.071205,43.191917,43.171516,34.13112,39.19182,31.08091,30.121313,19.050106,32.110615,31.100315,31.151808,35.14141,27.060207,43.16181,21.020601,18.0111,11.000004,24.040903,29.100912,23.030603
2016-01-16 16:19:36,1452961176,24.071205,43.191917,43.171516,34.13112,39.19182,31.08091,30.121313,19.050106,32.110615,31.100315,31.151808,35.15141,27.060207,43.16181,21.020601,18.0111,11.000004,24.040903,29.100912,23.030603
2016-01-16 16:21:17,1452961277,25.071304,43.191917,43.171516,34.141117,39.19182,31.08091,30.121313,19.050106,32.110615,31.100315,29.141806,35.15141,27.060207,43.16181,21.020601,18.0111,11.000004,24.040903,29.100912,23.030603
2016-01-16 16:24:02,1452961442,25.071304,43.191917,43.171516,34.141117,39.18182,31.08091,30.121313,19.050106,32.110615,31.090315,29.141806,35.15141,27.060207,43.16181,21.020601,18.0111,11.000004,24.040903,29.100912,23.030603
2016-01-16 16:27:24,1452961644,25.071205,43.191917,43.171516,34.141117,39.18182,31.08091,30.141314,19.050108,32.110615,31.090315,29.141806,35.15141,27.060207,43.16181,21.020601,18.0111,11.000004,24.040903,29.100912,23.030603
2016-01-16 16:31:53,1452961913,25.071205,43.191917,43.171516,34.141117,39.18182,31.080809,30.141314,19.050108,32.110615,31.090315,29.141806,35.15141,27.060207,43.16181,21.020601,18.0111,11.000004,24.050903,29.100813,23.030602
2016-01-16 16:39:23,1452962363,25.071205,43.191917,43.171516,34.141117,39.18182,31.080809,30.141314,19.050108,32.110615,31.090315,29.141806,35.15141,27.060207,43.16181,21.020601,18.0111,11.000004,24.050903,29.100815,23.030602
2016-01-16 16:46:12,1452962772,24.071205,43.191917,43.171516,34.13112,39.18172,31.080809,30.131313,19.050108,32.110615,31.090315,31.151806,35.15141,27.060207,43.161713,21.020601,18.0111,11.000004,24.050903,29.100815,23.030602
2016-01-16 16:54:05,1452963245,25.071304,43.191917,43.171516,34.141117,39.18172,31.080809,30.141314,19.050108,32.110615,31.090315,29.141806,35.15141,27.060207,43.161713,21.020601,18.0111,11.000004,24.050903,29.100815,23.030602
2016-01-16 17:30:00,1452965400,25.071304,43.191917,43.171516,34.141117,39.18172,31.080809,30.141314,19.050108,32.110615,31.090315,29.141806,35.15141,27.060207,44.161713,21.020601,18.0111,12.000004,24.050903,29.100815,23.030602
