goalTime,epochScnds,"Chelsea
Pts","Chelsea
F","Chelsea
A","Chelsea
GD","Manchester City
Pts","Manchester City
F","Manchester City
A","Manchester City
GD","Arsenal
Pts","Arsenal
F","Arsenal
A","Arsenal
GD","Manchester United
Pts","Manchester United
F","Manchester United
A","Manchester United
GD","Tottenham Hotspur
Pts","Tottenham Hotspur
F","Tottenham Hotspur
A","Tottenham Hotspur
GD","Liverpool
Pts","Liverpool
F","Liverpool
A","Liverpool
GD","Southampton
Pts","Southampton
F","Southampton
A","Southampton
GD","Swansea City
Pts","Swansea City
F","Swansea City
A","Swansea City
GD","Stoke City
Pts","Stoke City
F","Stoke City
A","Stoke City
GD","Crystal Palace
Pts","Crystal Palace
F","Crystal Palace
A","Crystal Palace
GD","Everton
Pts","Everton
F","Everton
A","Everton
GD","West Ham United
Pts","West Ham United
F","West Ham United
A","West Ham United
GD","West Bromwich Albion
Pts","West Bromwich Albion
F","West Bromwich Albion
A","West Bromwich Albion
GD","Leicester City
Pts","Leicester City
F","Leicester City
A","Leicester City
GD","Newcastle United
Pts","Newcastle United
F","Newcastle United
A","Newcastle United
GD","Sunderland
Pts","Sunderland
F","Sunderland
A","Sunderland
GD","Aston Villa
Pts","Aston Villa
F","Aston Villa
A","Aston Villa
GD","Bournemouth
Pts","Bournemouth
F","Bournemouth
A","Bournemouth
GD","Watford
Pts","Watford
F","Watford
A","Watford
GD","Norwich City
Pts","Norwich City
F","Norwich City
A","Norwich City
GD"
2015-08-08 11:44:58,1439030698,1,0,0,0,2,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,0,0,0,13,0,0,0,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0
2015-08-08 11:44:59,1439030699,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0
2015-08-08 11:45:00,1439030700,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-08 12:06:35,1439031995,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-08 15:00:00,1439042400,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2015-08-08 15:10:19,1439043019,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,-1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2015-08-08 15:13:07,1439043187,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,-1,1,0,0,0,1,0,0,0,3,1,0,1,1,0,0,0
2015-08-08 15:17:46,1439043466,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,2,-2,1,0,0,0,1,0,0,0,3,1,0,1,1,0,0,0
2015-08-08 15:24:28,1439043868,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,-3,1,0,0,0,1,0,0,0,3,1,0,1,1,0,0,0
2015-08-08 15:38:03,1439044683,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,-3,1,0,0,0,1,0,0,0,3,1,0,1,0,0,1,-1
2015-08-08 16:06:03,1439046363,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,1,-1,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,-3,1,0,0,0,1,0,0,0,3,1,0,1,0,0,2,-2
2015-08-08 16:18:04,1439047084,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,1,-1,0,0,0,0,0,0,0,0,3,3,1,2,0,0,0,0,0,1,3,-2,1,0,0,0,1,0,0,0,3,1,0,1,0,0,2,-2
2015-08-08 16:23:33,1439047413,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,1,-1,0,0,0,0,0,0,0,0,3,4,1,3,0,0,0,0,0,1,4,-3,1,0,0,0,1,0,0,0,3,1,0,1,0,0,2,-2
2015-08-08 16:25:11,1439047511,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,1,-1,0,0,0,0,0,0,0,0,3,4,1,3,0,0,0,0,0,1,4,-3,1,0,0,0,1,0,0,0,3,1,0,1,0,1,2,-1
2015-08-08 16:28:25,1439047705,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,1,-1,0,0,0,0,0,0,0,0,3,4,1,3,0,0,0,0,0,1,4,-3,3,1,0,1,0,0,1,-1,3,1,0,1,0,1,2,-1
2015-08-08 16:28:27,1439047707,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,1,-1,0,0,0,0,0,0,0,0,3,4,2,2,0,0,0,0,0,2,4,-2,3,1,0,1,0,0,1,-1,3,1,0,1,0,1,2,-1
2015-08-08 16:30:00,1439047800,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,1,0,0,1,-1,0,0,0,0,0,0,0,0,3,4,2,2,0,0,0,0,0,2,4,-2,3,1,0,1,0,0,1,-1,3,1,0,1,0,1,2,-1
2015-08-08 16:32:26,1439047946,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4,2,2,0,0,0,0,0,2,4,-2,3,1,0,1,0,0,1,-1,1,1,1,0,0,1,2,-1
2015-08-08 16:39:55,1439048395,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,1,0,1,2,-1,0,0,0,0,0,0,0,0,3,4,2,2,0,0,0,0,0,2,4,-2,3,1,0,1,0,0,1,-1,3,2,1,1,0,1,2,-1
2015-08-08 16:42:57,1439048577,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,3,4,2,2,0,0,0,0,0,2,4,-2,3,1,0,1,0,0,1,-1,1,2,2,0,0,1,2,-1
2015-08-08 16:50:41,1439049041,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,2,1,2,2,0,0,0,0,0,0,0,0,0,3,4,2,2,0,0,0,0,0,2,4,-2,3,1,0,1,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-08 16:52:09,1439049129,3,1,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,3,3,1,2,1,2,2,0,0,0,0,0,0,0,0,0,3,4,2,2,0,0,0,0,0,2,4,-2,3,1,0,1,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-08 16:58:18,1439049498,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,3,1,2,1,2,2,0,0,0,0,0,0,0,0,0,3,4,2,2,0,0,0,0,0,2,4,-2,3,1,0,1,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-08 16:59:53,1439049593,3,2,1,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,1,2,-1,0,0,0,0,3,3,1,2,1,2,2,0,0,0,0,0,0,0,0,0,3,4,2,2,0,0,0,0,0,2,4,-2,3,1,0,1,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-08 17:42:03,1439052123,1,2,2,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,3,3,1,2,1,2,2,0,0,0,0,0,0,0,0,0,3,4,2,2,0,0,0,0,0,2,4,-2,3,1,0,1,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-09 12:30:00,1439119800,1,2,2,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,3,3,1,2,1,2,2,0,1,0,0,0,0,0,0,0,3,4,2,2,1,0,0,0,0,2,4,-2,3,1,0,1,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-09 12:53:56,1439121236,1,2,2,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,3,1,0,1,1,2,2,0,0,0,0,0,3,3,1,2,1,2,2,0,1,0,0,0,0,0,0,0,3,4,2,2,0,0,1,-1,0,2,4,-2,3,1,0,1,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-09 13:11:54,1439122314,1,2,2,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,1,-1,0,0,0,0,1,1,1,0,1,2,2,0,0,0,0,0,3,3,1,2,1,2,2,0,1,0,0,0,0,0,0,0,3,4,2,2,1,1,1,0,0,2,4,-2,3,1,0,1,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-09 13:12:48,1439122368,1,2,2,0,0,0,0,0,0,0,1,-1,3,1,0,1,0,0,1,-1,0,0,0,0,1,1,1,0,1,2,2,0,0,0,0,0,3,3,1,2,1,2,2,0,3,1,0,1,0,0,0,0,3,4,2,2,1,1,1,0,0,2,4,-2,3,1,0,1,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-09 13:34:25,1439123665,1,2,2,0,0,0,0,0,0,0,1,-1,3,1,0,1,0,0,1,-1,0,0,0,0,0,1,2,-1,1,2,2,0,0,0,0,0,3,3,1,2,1,2,2,0,3,1,0,1,0,0,0,0,3,4,2,2,3,2,1,1,0,2,4,-2,3,1,0,1,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-09 13:43:39,1439124219,1,2,2,0,0,0,0,0,0,0,2,-2,3,1,0,1,0,0,1,-1,0,0,0,0,0,1,2,-1,1,2,2,0,0,0,0,0,3,3,1,2,1,2,2,0,3,2,0,2,0,0,0,0,3,4,2,2,3,2,1,1,0,2,4,-2,3,1,0,1,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-09 14:05:24,1439125524,1,2,2,0,0,0,0,0,0,0,2,-2,3,1,0,1,0,0,1,-1,0,0,0,0,1,2,2,0,1,2,2,0,0,0,0,0,3,3,1,2,1,2,2,0,3,2,0,2,0,0,0,0,3,4,2,2,1,2,2,0,0,2,4,-2,3,1,0,1,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-09 15:00:00,1439128800,1,2,2,0,0,0,0,0,0,0,2,-2,3,1,0,1,0,0,1,-1,1,0,0,0,1,2,2,0,1,2,2,0,1,0,0,0,3,3,1,2,1,2,2,0,3,2,0,2,0,0,0,0,3,4,2,2,1,2,2,0,0,2,4,-2,3,1,0,1,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-09 16:42:43,1439134963,1,2,2,0,0,0,0,0,0,0,2,-2,3,1,0,1,0,0,1,-1,3,1,0,1,1,2,2,0,1,2,2,0,0,0,1,-1,3,3,1,2,1,2,2,0,3,2,0,2,0,0,0,0,3,4,2,2,1,2,2,0,0,2,4,-2,3,1,0,1,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-10 19:00:00,1439229600,1,2,2,0,1,0,0,0,0,0,2,-2,3,1,0,1,0,0,1,-1,3,1,0,1,1,2,2,0,1,2,2,0,0,0,1,-1,3,3,1,2,1,2,2,0,3,2,0,2,1,0,0,0,3,4,2,2,1,2,2,0,0,2,4,-2,3,1,0,1,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-10 19:08:30,1439230110,1,2,2,0,3,1,0,1,0,0,2,-2,3,1,0,1,0,0,1,-1,3,1,0,1,1,2,2,0,1,2,2,0,0,0,1,-1,3,3,1,2,1,2,2,0,3,2,0,2,0,0,1,-1,3,4,2,2,1,2,2,0,0,2,4,-2,3,1,0,1,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-10 19:23:32,1439231012,1,2,2,0,3,2,0,2,0,0,2,-2,3,1,0,1,0,0,1,-1,3,1,0,1,1,2,2,0,1,2,2,0,0,0,1,-1,3,3,1,2,1,2,2,0,3,2,0,2,0,0,2,-2,3,4,2,2,1,2,2,0,0,2,4,-2,3,1,0,1,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-10 20:14:38,1439234078,1,2,2,0,3,3,0,3,0,0,2,-2,3,1,0,1,0,0,1,-1,3,1,0,1,1,2,2,0,1,2,2,0,0,0,1,-1,3,3,1,2,1,2,2,0,3,2,0,2,0,0,3,-3,3,4,2,2,1,2,2,0,0,2,4,-2,3,1,0,1,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-14 18:45:00,1439574300,1,2,2,0,3,3,0,3,0,0,2,-2,4,1,0,1,0,0,1,-1,3,1,0,1,1,2,2,0,1,2,2,0,0,0,1,-1,3,3,1,2,1,2,2,0,3,2,0,2,0,0,3,-3,3,4,2,2,1,2,2,0,0,2,4,-2,4,1,0,1,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-14 19:13:07,1439575987,1,2,2,0,3,3,0,3,0,0,2,-2,6,2,0,2,0,0,1,-1,3,1,0,1,1,2,2,0,1,2,2,0,0,0,1,-1,3,3,1,2,1,2,2,0,3,2,0,2,0,0,3,-3,3,4,2,2,1,2,2,0,0,2,4,-2,3,1,1,0,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-15 11:45:00,1439635500,1,2,2,0,3,3,0,3,0,0,2,-2,6,2,0,2,0,0,1,-1,3,1,0,1,2,2,2,0,1,2,2,0,0,0,1,-1,3,3,1,2,2,2,2,0,3,2,0,2,0,0,3,-3,3,4,2,2,1,2,2,0,0,2,4,-2,3,1,1,0,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-15 12:06:11,1439636771,1,2,2,0,3,3,0,3,0,0,2,-2,6,2,0,2,0,0,1,-1,3,1,0,1,1,2,3,-1,1,2,2,0,0,0,1,-1,3,3,1,2,4,3,2,1,3,2,0,2,0,0,3,-3,3,4,2,2,1,2,2,0,0,2,4,-2,3,1,1,0,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-15 12:29:02,1439638142,1,2,2,0,3,3,0,3,0,0,2,-2,6,2,0,2,0,0,1,-1,3,1,0,1,1,2,4,-2,1,2,2,0,0,0,1,-1,3,3,1,2,4,4,2,2,3,2,0,2,0,0,3,-3,3,4,2,2,1,2,2,0,0,2,4,-2,3,1,1,0,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-15 13:26:55,1439641615,1,2,2,0,3,3,0,3,0,0,2,-2,6,2,0,2,0,0,1,-1,3,1,0,1,1,2,5,-3,1,2,2,0,0,0,1,-1,3,3,1,2,4,5,2,3,3,2,0,2,0,0,3,-3,3,4,2,2,1,2,2,0,0,2,4,-2,3,1,1,0,0,0,1,-1,1,2,2,0,0,1,3,-2
2015-08-15 15:00:00,1439647200,1,2,2,0,3,3,0,3,0,0,2,-2,6,2,0,2,1,0,1,-1,3,1,0,1,1,2,5,-3,2,2,2,0,1,0,1,-1,3,3,1,2,4,5,2,3,4,2,0,2,1,0,3,-3,4,4,2,2,2,2,2,0,1,2,4,-2,3,1,1,0,0,0,1,-1,2,2,2,0,1,1,3,-2
2015-08-15 15:08:48,1439647728,1,2,2,0,3,3,0,3,0,0,2,-2,6,2,0,2,1,0,1,-1,3,1,0,1,1,2,5,-3,4,3,2,1,1,0,1,-1,3,3,1,2,4,5,2,3,4,2,0,2,1,0,3,-3,4,4,2,2,1,2,3,-1,1,2,4,-2,3,1,1,0,0,0,1,-1,2,2,2,0,1,1,3,-2
2015-08-15 15:18:29,1439648309,1,2,2,0,3,3,0,3,0,0,2,-2,6,2,0,2,3,1,1,0,3,1,0,1,1,2,5,-3,4,3,2,1,0,0,2,-2,3,3,1,2,4,5,2,3,4,2,0,2,1,0,3,-3,4,4,2,2,1,2,3,-1,1,2,4,-2,3,1,1,0,0,0,1,-1,2,2,2,0,1,1,3,-2
2015-08-15 15:25:35,1439648735,1,2,2,0,3,3,0,3,0,0,2,-2,6,2,0,2,3,1,1,0,3,1,0,1,1,2,5,-3,4,3,2,1,0,0,2,-2,3,3,1,2,4,5,2,3,4,2,0,2,1,0,3,-3,4,4,2,2,1,2,3,-1,0,2,5,-3,3,1,1,0,0,0,1,-1,2,2,2,0,3,2,3,-1
2015-08-15 15:26:30,1439648790,1,2,2,0,3,3,0,3,0,0,2,-2,6,2,0,2,3,1,1,0,3,1,0,1,1,2,5,-3,4,3,2,1,0,0,2,-2,3,3,1,2,4,5,2,3,3,2,1,1,1,0,3,-3,6,5,2,3,1,2,3,-1,0,2,5,-3,3,1,1,0,0,0,1,-1,2,2,2,0,3,2,3,-1
2015-08-15 15:36:50,1439649410,1,2,2,0,3,3,0,3,0,0,2,-2,6,2,0,2,3,1,1,0,3,1,0,1,1,2,5,-3,4,3,2,1,0,0,2,-2,3,3,1,2,4,5,2,3,3,2,1,1,1,0,3,-3,6,5,2,3,1,2,3,-1,0,2,6,-4,3,1,1,0,0,0,1,-1,2,2,2,0,3,3,3,0
2015-08-15 15:37:22,1439649442,1,2,2,0,3,3,0,3,0,0,2,-2,6,2,0,2,3,1,1,0,3,1,0,1,1,2,5,-3,4,3,2,1,0,0,2,-2,3,3,1,2,4,5,2,3,3,2,2,0,1,0,3,-3,6,6,2,4,1,2,3,-1,0,2,6,-4,3,1,1,0,0,0,1,-1,2,2,2,0,3,3,3,0
2015-08-15 15:46:22,1439649982,1,2,2,0,3,3,0,3,0,0,2,-2,6,2,0,2,3,2,1,1,3,1,0,1,1,2,5,-3,4,3,2,1,0,0,3,-3,3,3,1,2,4,5,2,3,3,2,2,0,1,0,3,-3,6,6,2,4,1,2,3,-1,0,2,6,-4,3,1,1,0,0,0,1,-1,2,2,2,0,3,3,3,0
2015-08-15 16:08:46,1439651326,1,2,2,0,3,3,0,3,0,0,2,-2,6,2,0,2,3,2,1,1,3,1,0,1,1,2,5,-3,4,4,2,2,0,0,3,-3,3,3,1,2,4,5,2,3,3,2,2,0,1,0,3,-3,6,6,2,4,1,2,4,-2,0,2,6,-4,3,1,1,0,0,0,1,-1,2,2,2,0,3,3,3,0
2015-08-15 16:13:25,1439651605,1,2,2,0,3,3,0,3,0,0,2,-2,6,2,0,2,3,2,1,1,3,1,0,1,1,2,5,-3,4,4,2,2,0,0,3,-3,3,3,1,2,4,5,2,3,3,3,2,1,1,0,3,-3,6,6,3,3,1,2,4,-2,0,2,6,-4,3,1,1,0,0,0,1,-1,2,2,2,0,3,3,3,0
2015-08-15 16:14:56,1439651696,1,2,2,0,3,3,0,3,0,0,2,-2,6,2,0,2,3,2,1,1,3,1,0,1,1,2,5,-3,4,4,2,2,0,0,3,-3,3,3,1,2,4,5,2,3,3,3,2,1,1,0,3,-3,6,6,3,3,1,2,4,-2,0,2,7,-5,3,1,1,0,0,0,1,-1,2,2,2,0,3,4,3,1
2015-08-15 16:35:05,1439652905,1,2,2,0,3,3,0,3,0,0,2,-2,6,2,0,2,3,2,2,0,3,1,0,1,1,2,5,-3,4,4,2,2,0,1,3,-2,3,3,1,2,4,5,2,3,3,3,2,1,1,0,3,-3,6,6,3,3,1,2,4,-2,0,2,7,-5,3,1,1,0,0,0,1,-1,2,2,2,0,3,4,3,1
2015-08-15 16:39:33,1439653173,1,2,2,0,3,3,0,3,0,0,2,-2,6,2,0,2,1,2,3,-1,3,1,0,1,1,2,5,-3,4,4,2,2,1,2,3,-1,3,3,1,2,4,5,2,3,3,3,2,1,1,0,3,-3,6,6,3,3,1,2,4,-2,0,2,7,-5,3,1,1,0,0,0,1,-1,2,2,2,0,3,4,3,1
2015-08-15 16:45:45,1439653545,1,2,2,0,3,3,0,3,0,0,2,-2,6,2,0,2,1,2,3,-1,3,1,0,1,1,2,5,-3,4,4,2,2,1,2,3,-1,3,3,1,2,4,5,2,3,3,3,2,1,1,0,3,-3,6,6,3,3,1,2,4,-2,0,3,7,-4,3,1,1,0,0,0,1,-1,2,2,2,0,3,4,4,0
2015-08-16 12:30:00,1439724600,1,2,2,0,3,3,0,3,1,0,2,-2,6,2,0,2,1,2,3,-1,3,1,0,1,1,2,5,-3,4,4,2,2,1,2,3,-1,4,3,1,2,4,5,2,3,3,3,2,1,1,0,3,-3,6,6,3,3,1,2,4,-2,0,3,7,-4,3,1,1,0,0,0,1,-1,2,2,2,0,3,4,4,0
2015-08-16 12:45:09,1439725509,1,2,2,0,3,3,0,3,3,1,2,-1,6,2,0,2,1,2,3,-1,3,1,0,1,1,2,5,-3,4,4,2,2,1,2,3,-1,3,3,2,1,4,5,2,3,3,3,2,1,1,0,3,-3,6,6,3,3,1,2,4,-2,0,3,7,-4,3,1,1,0,0,0,1,-1,2,2,2,0,3,4,4,0
2015-08-16 12:57:03,1439726223,1,2,2,0,3,3,0,3,1,1,3,-2,6,2,0,2,1,2,3,-1,3,1,0,1,1,2,5,-3,4,4,2,2,1,2,3,-1,4,4,2,2,4,5,2,3,3,3,2,1,1,0,3,-3,6,6,3,3,1,2,4,-2,0,3,7,-4,3,1,1,0,0,0,1,-1,2,2,2,0,3,4,4,0
2015-08-16 13:40:30,1439728830,1,2,2,0,3,3,0,3,3,2,3,-1,6,2,0,2,1,2,3,-1,3,1,0,1,1,2,5,-3,4,4,2,2,1,2,3,-1,3,4,3,1,4,5,2,3,3,3,2,1,1,0,3,-3,6,6,3,3,1,2,4,-2,0,3,7,-4,3,1,1,0,0,0,1,-1,2,2,2,0,3,4,4,0
2015-08-16 15:00:00,1439733600,2,2,2,0,4,3,0,3,3,2,3,-1,6,2,0,2,1,2,3,-1,3,1,0,1,1,2,5,-3,4,4,2,2,1,2,3,-1,3,4,3,1,4,5,2,3,3,3,2,1,1,0,3,-3,6,6,3,3,1,2,4,-2,0,3,7,-4,3,1,1,0,0,0,1,-1,2,2,2,0,3,4,4,0
2015-08-16 15:31:00,1439735460,1,2,3,-1,6,4,0,4,3,2,3,-1,6,2,0,2,1,2,3,-1,3,1,0,1,1,2,5,-3,4,4,2,2,1,2,3,-1,3,4,3,1,4,5,2,3,3,3,2,1,1,0,3,-3,6,6,3,3,1,2,4,-2,0,3,7,-4,3,1,1,0,0,0,1,-1,2,2,2,0,3,4,4,0
2015-08-16 16:38:36,1439739516,1,2,4,-2,6,5,0,5,3,2,3,-1,6,2,0,2,1,2,3,-1,3,1,0,1,1,2,5,-3,4,4,2,2,1,2,3,-1,3,4,3,1,4,5,2,3,3,3,2,1,1,0,3,-3,6,6,3,3,1,2,4,-2,0,3,7,-4,3,1,1,0,0,0,1,-1,2,2,2,0,3,4,4,0
2015-08-16 16:44:05,1439739845,1,2,5,-3,6,6,0,6,3,2,3,-1,6,2,0,2,1,2,3,-1,3,1,0,1,1,2,5,-3,4,4,2,2,1,2,3,-1,3,4,3,1,4,5,2,3,3,3,2,1,1,0,3,-3,6,6,3,3,1,2,4,-2,0,3,7,-4,3,1,1,0,0,0,1,-1,2,2,2,0,3,4,4,0
2015-08-17 19:00:00,1439834400,1,2,5,-3,6,6,0,6,3,2,3,-1,6,2,0,2,1,2,3,-1,4,1,0,1,1,2,5,-3,4,4,2,2,1,2,3,-1,3,4,3,1,4,5,2,3,3,3,2,1,1,0,3,-3,6,6,3,3,1,2,4,-2,0,3,7,-4,3,1,1,0,1,0,1,-1,2,2,2,0,3,4,4,0
2015-08-17 19:25:49,1439835949,1,2,5,-3,6,6,0,6,3,2,3,-1,6,2,0,2,1,2,3,-1,6,2,0,2,1,2,5,-3,4,4,2,2,1,2,3,-1,3,4,3,1,4,5,2,3,3,3,2,1,1,0,3,-3,6,6,3,3,1,2,4,-2,0,3,7,-4,3,1,1,0,0,0,2,-2,2,2,2,0,3,4,4,0
2015-08-22 11:45:00,1440240300,1,2,5,-3,6,6,0,6,3,2,3,-1,7,2,0,2,1,2,3,-1,6,2,0,2,1,2,5,-3,4,4,2,2,1,2,3,-1,3,4,3,1,4,5,2,3,3,3,2,1,1,0,3,-3,6,6,3,3,2,2,4,-2,0,3,7,-4,3,1,1,0,0,0,2,-2,2,2,2,0,3,4,4,0
2015-08-22 15:00:00,1440252000,1,2,5,-3,6,6,0,6,3,2,3,-1,7,2,0,2,2,2,3,-1,6,2,0,2,1,2,5,-3,5,4,2,2,2,2,3,-1,4,4,3,1,4,5,2,3,4,3,2,1,1,0,3,-3,7,6,3,3,2,2,4,-2,1,3,7,-4,4,1,1,0,1,0,2,-2,2,2,2,0,4,4,4,0
2015-08-22 15:10:30,1440252630,1,2,5,-3,6,6,0,6,3,2,3,-1,7,2,0,2,2,2,3,-1,6,2,0,2,1,2,5,-3,5,4,2,2,4,3,3,0,4,4,3,1,4,5,2,3,4,3,2,1,1,0,3,-3,7,6,3,3,2,2,4,-2,1,3,7,-4,4,1,1,0,1,0,2,-2,2,2,2,0,3,4,5,-1
2015-08-22 15:10:36,1440252636,1,2,5,-3,6,6,0,6,3,2,3,-1,7,2,0,2,2,2,3,-1,6,2,0,2,1,2,5,-3,5,4,2,2,4,3,3,0,4,4,3,1,4,5,2,3,3,3,3,0,1,0,3,-3,7,6,3,3,2,2,4,-2,1,3,7,-4,4,1,1,0,3,1,2,-1,2,2,2,0,3,4,5,-1
